,city,st_short,st_long,county,city_alias
26660,Greenwood Springs,MS,Mississippi,MONROE,Greenwood Spr
26661,Guntown,MS,Mississippi,LEE,Blair
26662,Guntown,MS,Mississippi,LEE,Guntown
26663,Guntown,MS,Mississippi,LEE,Boggan Bend
26664,Guntown,MS,Mississippi,LEE,Ratliff
26665,Guntown,MS,Mississippi,LEE,Alma
26666,Guntown,MS,Mississippi,LEE,Corrona
26667,Houlka,MS,Mississippi,CHICKASAW,Old Houlka
26668,Houlka,MS,Mississippi,CHICKASAW,Houlka
26669,Houston,MS,Mississippi,CHICKASAW,Pyland
26670,Houston,MS,Mississippi,CHICKASAW,Thorn
26671,Houston,MS,Mississippi,CHICKASAW,Houston
26672,Houston,MS,Mississippi,CHICKASAW,Sonora
26673,Houston,MS,Mississippi,CHICKASAW,Buena Vista
26674,Iuka,MS,Mississippi,TISHOMINGO,Gravel Siding
26675,Iuka,MS,Mississippi,TISHOMINGO,Midway
26676,Iuka,MS,Mississippi,TISHOMINGO,North Crossroads
26677,Iuka,MS,Mississippi,TISHOMINGO,Eastport
26678,Iuka,MS,Mississippi,TISHOMINGO,Holcut
26679,Iuka,MS,Mississippi,TISHOMINGO,Iuka
26680,Iuka,MS,Mississippi,TISHOMINGO,Oldham
26681,Mantachie,MS,Mississippi,ITAWAMBA,Mantachie
26682,Marietta,MS,Mississippi,PRENTISS,Marietta
26683,Mooreville,MS,Mississippi,LEE,Mooreville
26684,Nettleton,MS,Mississippi,ITAWAMBA,Van Buren
26685,Nettleton,MS,Mississippi,ITAWAMBA,Cardsville
26686,Nettleton,MS,Mississippi,ITAWAMBA,Nettleton
26687,Nettleton,MS,Mississippi,ITAWAMBA,Carolina
26688,New Site,MS,Mississippi,PRENTISS,New Site
26689,Okolona,MS,Mississippi,CHICKASAW,Egypt
26690,Okolona,MS,Mississippi,CHICKASAW,Okolona
26691,Plantersville,MS,Mississippi,LEE,Plantersville
26692,Plantersville,MS,Mississippi,LEE,Padenville
26693,Plantersville,MS,Mississippi,LEE,Richmond
26694,Pontotoc,MS,Mississippi,PONTOTOC,Rough Edge
26695,Pontotoc,MS,Mississippi,PONTOTOC,Pontotoc
26696,Pontotoc,MS,Mississippi,PONTOTOC,Troy
26697,Pontotoc,MS,Mississippi,PONTOTOC,Furrs
26698,Pontotoc,MS,Mississippi,PONTOTOC,Nixon
26699,Pontotoc,MS,Mississippi,PONTOTOC,Plymouth
26700,Pontotoc,MS,Mississippi,PONTOTOC,Chiwapa
26701,Pontotoc,MS,Mississippi,PONTOTOC,Goodfood
26702,Pontotoc,MS,Mississippi,PONTOTOC,Zion
26703,Pontotoc,MS,Mississippi,PONTOTOC,Springville
26704,Pontotoc,MS,Mississippi,PONTOTOC,Possum Trot
26705,Randolph,MS,Mississippi,PONTOTOC,Randolph
26706,Randolph,MS,Mississippi,PONTOTOC,Buckhorn
26707,Randolph,MS,Mississippi,PONTOTOC,Sarepta
26708,Rienzi,MS,Mississippi,ALCORN,Hinkle
26709,Rienzi,MS,Mississippi,ALCORN,Jacinto
26710,Rienzi,MS,Mississippi,ALCORN,Pisgah
26711,Rienzi,MS,Mississippi,ALCORN,Rienzi
26712,Saltillo,MS,Mississippi,LEE,Saltillo
26713,Saltillo,MS,Mississippi,LEE,Eggville
26714,Shannon,MS,Mississippi,LEE,Old Union
26715,Shannon,MS,Mississippi,LEE,Shannon
26716,Shannon,MS,Mississippi,LEE,Brewer
26717,Shannon,MS,Mississippi,LEE,Pine Grove
26718,Sherman,MS,Mississippi,PONTOTOC,Sherman
26719,Smithville,MS,Mississippi,MONROE,Turon
26720,Smithville,MS,Mississippi,MONROE,Smithville
26721,Thaxton,MS,Mississippi,PONTOTOC,Hurricane
26722,Thaxton,MS,Mississippi,PONTOTOC,Thaxton
26723,Tishomingo,MS,Mississippi,TISHOMINGO,Tishomingo
26724,Tishomingo,MS,Mississippi,TISHOMINGO,Mingo
26725,Tishomingo,MS,Mississippi,TISHOMINGO,Paden
26726,Toccopola,MS,Mississippi,LAFAYETTE,Spring Hill
26727,Toccopola,MS,Mississippi,LAFAYETTE,Toccopola
26728,Trebloc,MS,Mississippi,CHICKASAW,Trebloc
26729,Tremont,MS,Mississippi,ITAWAMBA,Cadamy
26730,Tremont,MS,Mississippi,ITAWAMBA,Tremont
26731,Van Vleet,MS,Mississippi,CHICKASAW,Van Vleet
26732,Vardaman,MS,Mississippi,CALHOUN,Loyd
26733,Vardaman,MS,Mississippi,CALHOUN,Wardwell
26734,Vardaman,MS,Mississippi,CALHOUN,Vardaman
26735,Vardaman,MS,Mississippi,CALHOUN,Elsie
26736,Vardaman,MS,Mississippi,CALHOUN,Hollis
26737,Vardaman,MS,Mississippi,CALHOUN,Reid
26738,Vardaman,MS,Mississippi,CALHOUN,Varden
26739,Verona,MS,Mississippi,LEE,Verona
26740,Wheeler,MS,Mississippi,PRENTISS,Wheeler
26741,Grenada,MS,Mississippi,GRENADA,Sunnycrest
26742,Grenada,MS,Mississippi,GRENADA,Hardy
26743,Grenada,MS,Mississippi,GRENADA,Dubard
26744,Grenada,MS,Mississippi,GRENADA,Futheyville
26745,Grenada,MS,Mississippi,GRENADA,Grenada
26746,Grenada,MS,Mississippi,GRENADA,Geeslin Corner
26747,Banner,MS,Mississippi,CALHOUN,Banner
26748,Big Creek,MS,Mississippi,CALHOUN,Big Creek
26749,Big Creek,MS,Mississippi,CALHOUN,Coles Creek
26750,Bruce,MS,Mississippi,CALHOUN,Ellard
26751,Bruce,MS,Mississippi,CALHOUN,Skuna
26752,Bruce,MS,Mississippi,CALHOUN,Shepherd
26753,Bruce,MS,Mississippi,CALHOUN,Bruce
26754,Bruce,MS,Mississippi,CALHOUN,Lantrip
26755,Calhoun City,MS,Mississippi,CALHOUN,Calhoun City
26756,Carrollton,MS,Mississippi,CARROLL,Jefferson
26757,Carrollton,MS,Mississippi,CARROLL,Valley Hill
26758,Carrollton,MS,Mississippi,CARROLL,Carrollton
26759,Cascilla,MS,Mississippi,TALLAHATCHIE,Greenwood-Leflore Airport
26760,Cascilla,MS,Mississippi,TALLAHATCHIE,Leverett
26761,Cascilla,MS,Mississippi,TALLAHATCHIE,Cascilla
26762,Cascilla,MS,Mississippi,TALLAHATCHIE,Paynes
26763,Cascilla,MS,Mississippi,TALLAHATCHIE,Paul
26764,Cascilla,MS,Mississippi,TALLAHATCHIE,Rosebloom
26765,Charleston,MS,Mississippi,TALLAHATCHIE,Cowart
26766,Charleston,MS,Mississippi,TALLAHATCHIE,Charleston
26767,Charleston,MS,Mississippi,TALLAHATCHIE,Effie
26768,Charleston,MS,Mississippi,TALLAHATCHIE,Sharkey
26769,Coffeeville,MS,Mississippi,YALOBUSHA,Youngs
26770,Coffeeville,MS,Mississippi,YALOBUSHA,Coffeeville
26771,Coffeeville,MS,Mississippi,YALOBUSHA,Bryant
26772,Coffeeville,MS,Mississippi,YALOBUSHA,Benwood
26773,Coffeeville,MS,Mississippi,YALOBUSHA,Gatewood
26774,Coffeeville,MS,Mississippi,YALOBUSHA,Tyson
26775,Coffeeville,MS,Mississippi,YALOBUSHA,Gums
26776,Coila,MS,Mississippi,CARROLL,Coila
26777,Coila,MS,Mississippi,CARROLL,Black Hawk
26778,Cruger,MS,Mississippi,HOLMES,Cruger
26779,Cruger,MS,Mississippi,HOLMES,Kerin
26780,Duck Hill,MS,Mississippi,MONTGOMERY,Duck Hill
26781,Duck Hill,MS,Mississippi,MONTGOMERY,Alva
26782,Duck Hill,MS,Mississippi,MONTGOMERY,Sweatman
26783,Duck Hill,MS,Mississippi,MONTGOMERY,Cedar Hill
26784,Elliott,MS,Mississippi,GRENADA,Elliott
26785,Enid,MS,Mississippi,TALLAHATCHIE,Teasdale
26786,Enid,MS,Mississippi,TALLAHATCHIE,Enid
26787,Glendora,MS,Mississippi,TALLAHATCHIE,Glendora
26788,Glendora,MS,Mississippi,TALLAHATCHIE,Whitehead
26789,Gore Springs,MS,Mississippi,GRENADA,Gore Springs
26790,Gore Springs,MS,Mississippi,GRENADA,Cadaretta
26791,Greenwood,MS,Mississippi,LEFLORE,G Wood
26792,Greenwood,MS,Mississippi,LEFLORE,Avalon
26793,Greenwood,MS,Mississippi,LEFLORE,Shellmound
26794,Greenwood,MS,Mississippi,LEFLORE,Greenwood
26795,Holcomb,MS,Mississippi,GRENADA,Nason
26796,Holcomb,MS,Mississippi,GRENADA,Oxberry
26797,Holcomb,MS,Mississippi,GRENADA,Holcomb
26798,Itta Bena,MS,Mississippi,LEFLORE,Colony Town
26799,Itta Bena,MS,Mississippi,LEFLORE,Mississippi Valley State Col
26800,Itta Bena,MS,Mississippi,LEFLORE,Murdock Crossing
26801,Itta Bena,MS,Mississippi,LEFLORE,Mvsu
26802,Itta Bena,MS,Mississippi,LEFLORE,Berclair
26803,Itta Bena,MS,Mississippi,LEFLORE,Murdock Xing
26804,Itta Bena,MS,Mississippi,LEFLORE,Quito
26805,Itta Bena,MS,Mississippi,LEFLORE,Itta Bena
26806,Mc Carley,MS,Mississippi,CARROLL,Mccarley
26807,Mc Carley,MS,Mississippi,CARROLL,Mc Carley
26808,Minter City,MS,Mississippi,LEFLORE,Minter City
26809,Minter City,MS,Mississippi,LEFLORE,Somerville
26810,Minter City,MS,Mississippi,LEFLORE,Sunnyside
26811,Minter City,MS,Mississippi,LEFLORE,Highlandale
26812,Money,MS,Mississippi,LEFLORE,Money
26813,Morgan City,MS,Mississippi,LEFLORE,Morgan City
26814,North Carrollton,MS,Mississippi,CARROLL,North Carrollton
26815,North Carrollton,MS,Mississippi,CARROLL,N Carrollton
26816,Oakland,MS,Mississippi,YALOBUSHA,Oakland
26817,Paris,MS,Mississippi,LAFAYETTE,Paris
26818,Paris,MS,Mississippi,LAFAYETTE,Bruce
26819,Philipp,MS,Mississippi,TALLAHATCHIE,Macel
26820,Philipp,MS,Mississippi,TALLAHATCHIE,Philipp
26821,Pittsboro,MS,Mississippi,CALHOUN,Pittsboro
26822,Schlater,MS,Mississippi,LEFLORE,Schlater
26823,Scobey,MS,Mississippi,YALOBUSHA,Scobey
26824,Sidon,MS,Mississippi,CARROLL,Roebuck
26825,Sidon,MS,Mississippi,CARROLL,Holly Grove
26826,Sidon,MS,Mississippi,CARROLL,Sidon
26827,Sidon,MS,Mississippi,CARROLL,Phillipstown
26828,Sidon,MS,Mississippi,CARROLL,Rising Sun
26829,Slate Spring,MS,Mississippi,CALHOUN,Calhoun City
26830,Slate Spring,MS,Mississippi,CALHOUN,Calhoun Cty
26831,Slate Spring,MS,Mississippi,CALHOUN,Dentontown
26832,Slate Spring,MS,Mississippi,CALHOUN,Calhoun Cy
26833,Slate Spring,MS,Mississippi,CALHOUN,Slate Spring
26834,Slate Spring,MS,Mississippi,CALHOUN,Sabougla
26835,Sumner,MS,Mississippi,TALLAHATCHIE,Sumner
26836,Swan Lake,MS,Mississippi,TALLAHATCHIE,Charleston
26837,Swan Lake,MS,Mississippi,TALLAHATCHIE,Charlestn
26838,Swan Lake,MS,Mississippi,TALLAHATCHIE,Swan Lake
26839,Swiftown,MS,Mississippi,LEFLORE,Swiftown
26840,Tie Plant,MS,Mississippi,GRENADA,Tie Plant
26841,Tillatoba,MS,Mississippi,YALOBUSHA,Murphreesboro
26842,Tillatoba,MS,Mississippi,YALOBUSHA,Tillatoba
26843,Tippo,MS,Mississippi,TALLAHATCHIE,Tippo
26844,Tutwiler,MS,Mississippi,TALLAHATCHIE,Tutwiler
26845,Tutwiler,MS,Mississippi,TALLAHATCHIE,Brazil
26846,Vance,MS,Mississippi,QUITMAN,Vance
26847,Water Valley,MS,Mississippi,YALOBUSHA,Pine Flat
26848,Water Valley,MS,Mississippi,YALOBUSHA,Springdale
26849,Water Valley,MS,Mississippi,YALOBUSHA,Velma
26850,Water Valley,MS,Mississippi,YALOBUSHA,Water Valley
26851,Water Valley,MS,Mississippi,YALOBUSHA,Pine Valley
26852,Webb,MS,Mississippi,TALLAHATCHIE,Webb
26853,Webb,MS,Mississippi,TALLAHATCHIE,Albin
26854,Winona,MS,Mississippi,MONTGOMERY,Eskridge
26855,Winona,MS,Mississippi,MONTGOMERY,Winona
26856,Belzoni,MS,Mississippi,HUMPHREYS,Belzoni
26857,Benton,MS,Mississippi,YAZOO,Benton
26858,Bentonia,MS,Mississippi,YAZOO,Bentonia
26859,Bolton,MS,Mississippi,HINDS,Bolton
26860,Brandon,MS,Mississippi,RANKIN,Brandon
26861,Braxton,MS,Mississippi,SIMPSON,Braxton
26862,Camden,MS,Mississippi,MADISON,Camden
26863,Canton,MS,Mississippi,MADISON,Farmhaven
26864,Canton,MS,Mississippi,MADISON,Way
26865,Canton,MS,Mississippi,MADISON,Canton
26866,Carthage,MS,Mississippi,LEAKE,Ofahoma
26867,Carthage,MS,Mississippi,LEAKE,Edinburg
26868,Carthage,MS,Mississippi,LEAKE,Carthage
26869,Cary,MS,Mississippi,SHARKEY,Cary
26870,Clinton,MS,Mississippi,HINDS,Clinton
26871,Conehatta,MS,Mississippi,NEWTON,Conehatta
26872,Clinton,MS,Mississippi,HINDS,Ms College
26873,Crystal Springs,MS,Mississippi,COPIAH,Crystal Spgs
26874,Crystal Springs,MS,Mississippi,COPIAH,Crystal Springs
26875,Delta City,MS,Mississippi,SHARKEY,Delta City
26876,D Lo,MS,Mississippi,SIMPSON,D' Lo
26877,D Lo,MS,Mississippi,SIMPSON,D Lo
26878,D Lo,MS,Mississippi,SIMPSON,Dlo
26879,Durant,MS,Mississippi,HOLMES,Durant
26880,Edwards,MS,Mississippi,HINDS,Edwards
26881,Ethel,MS,Mississippi,ATTALA,Ethel
26882,Fayette,MS,Mississippi,JEFFERSON,Fayette
26883,Flora,MS,Mississippi,MADISON,Flora
26884,Pocahontas,MS,Mississippi,HINDS,Pocahontas
26885,Florence,MS,Mississippi,RANKIN,Florence
26886,Forest,MS,Mississippi,SCOTT,Forest
26887,Gallman,MS,Mississippi,COPIAH,Gallman
26888,Georgetown,MS,Mississippi,COPIAH,Georgetown
26889,Goodman,MS,Mississippi,HOLMES,Goodman
26890,Harperville,MS,Mississippi,SCOTT,Harperville
26891,Harriston,MS,Mississippi,JEFFERSON,Harriston
26892,Harrisville,MS,Mississippi,SIMPSON,Harrisville
26893,Hazlehurst,MS,Mississippi,COPIAH,Hazlehurst
26894,Hermanville,MS,Mississippi,CLAIBORNE,Carpenter
26895,Hermanville,MS,Mississippi,CLAIBORNE,Hermanville
26896,Hillsboro,MS,Mississippi,SCOTT,Hillsboro
26897,Holly Bluff,MS,Mississippi,YAZOO,Holly Bluff
26898,Kosciusko,MS,Mississippi,ATTALA,Kosciusko
26899,Lake,MS,Mississippi,SCOTT,Lake
26900,Lena,MS,Mississippi,LEAKE,Lena
26901,Lexington,MS,Mississippi,HOLMES,Lexington
26902,Lorman,MS,Mississippi,JEFFERSON,Alcorn State University
26903,Lorman,MS,Mississippi,JEFFERSON,Lorman
26904,Louise,MS,Mississippi,HUMPHREYS,Louise
26905,Ludlow,MS,Mississippi,SCOTT,Ludlow
26906,Mc Adams,MS,Mississippi,ATTALA,Mc Adams
26907,Mc Cool,MS,Mississippi,ATTALA,Mccool
26908,Mc Cool,MS,Mississippi,ATTALA,Mc Cool
26909,Madden,MS,Mississippi,LEAKE,Madden
26910,Madison,MS,Mississippi,MADISON,Gluckstadt
26911,Madison,MS,Mississippi,MADISON,Madison
26912,Magee,MS,Mississippi,SIMPSON,Sanitorium
26913,Magee,MS,Mississippi,SIMPSON,Mcgee
26914,Magee,MS,Mississippi,SIMPSON,Magee
26915,Magee,MS,Mississippi,SIMPSON,Sanatorium
26916,Mayersville,MS,Mississippi,ISSAQUENA,Mayersville
26917,Mendenhall,MS,Mississippi,SIMPSON,Mendenhall
26918,Midnight,MS,Mississippi,HUMPHREYS,Midnight
26919,Mize,MS,Mississippi,SMITH,Mize
26920,Morton,MS,Mississippi,SCOTT,Morton
26921,Morton,MS,Mississippi,SCOTT,Polkville
26922,Mount Olive,MS,Mississippi,COVINGTON,Mount Olive
26923,Natchez,MS,Mississippi,ADAMS,Church Hill
26924,Natchez,MS,Mississippi,ADAMS,Natchez
26925,Newhebron,MS,Mississippi,LAWRENCE,Newhebron
26926,Pattison,MS,Mississippi,CLAIBORNE,Pattison
26927,Pelahatchie,MS,Mississippi,RANKIN,Pelahatchie
26928,Pickens,MS,Mississippi,HOLMES,Pickens
26929,Piney Woods,MS,Mississippi,RANKIN,Piney Woods
26930,Pinola,MS,Mississippi,SIMPSON,Shivers
26931,Pinola,MS,Mississippi,SIMPSON,Pinola
26932,Port Gibson,MS,Mississippi,CLAIBORNE,Grand Gulf
26933,Port Gibson,MS,Mississippi,CLAIBORNE,Port Gibson
26934,Puckett,MS,Mississippi,RANKIN,Puckett
26935,Pulaski,MS,Mississippi,SCOTT,Pulaski
26936,Raleigh,MS,Mississippi,SMITH,Raleigh
26937,Raleigh,MS,Mississippi,SMITH,Burns
26938,Raleigh,MS,Mississippi,SMITH,Sylvarena
26939,Raymond,MS,Mississippi,HINDS,Raymond
26940,Raymond,MS,Mississippi,HINDS,Learned
26941,Redwood,MS,Mississippi,WARREN,Redwood
26942,Ridgeland,MS,Mississippi,MADISON,Ridgeland
26943,Rolling Fork,MS,Mississippi,SHARKEY,Rolling Fork
26944,Rolling Fork,MS,Mississippi,SHARKEY,Fitler
26945,Rolling Fork,MS,Mississippi,SHARKEY,Onward
26946,Sallis,MS,Mississippi,ATTALA,Sallis
26947,Sandhill,MS,Mississippi,RANKIN,Sandhill
26948,Satartia,MS,Mississippi,YAZOO,Satartia
26949,Sharon,MS,Mississippi,MADISON,Sharon
26950,Sibley,MS,Mississippi,ADAMS,Sibley
26951,Silver City,MS,Mississippi,HUMPHREYS,Silver City
26952,Star,MS,Mississippi,RANKIN,Star
26953,Taylorsville,MS,Mississippi,SMITH,Taylorsville
26954,Tchula,MS,Mississippi,HOLMES,Beelake
26955,Tchula,MS,Mississippi,HOLMES,Tchula
26956,Tchula,MS,Mississippi,HOLMES,Mileston
26957,Tchula,MS,Mississippi,HOLMES,Thornton
26958,Terry,MS,Mississippi,HINDS,Terry
26959,Thomastown,MS,Mississippi,LEAKE,Thomastown
26960,Tinsley,MS,Mississippi,YAZOO,Tinsley
26961,Tougaloo,MS,Mississippi,HINDS,Tougaloo
26962,Utica,MS,Mississippi,HINDS,Hinds Junior College
26963,Utica,MS,Mississippi,HINDS,Utica
26964,Utica,MS,Mississippi,HINDS,Cayuga
26965,Utica,MS,Mississippi,HINDS,Utica Junior College
26966,Vaiden,MS,Mississippi,CARROLL,Vaiden
26967,Valley Park,MS,Mississippi,ISSAQUENA,Valley Park
26968,Vaughan,MS,Mississippi,YAZOO,Vaughan
26969,Vaughan,MS,Mississippi,YAZOO,Pickens
26970,Vicksburg,MS,Mississippi,WARREN,Bovina
26971,Vicksburg,MS,Mississippi,WARREN,Letourneau
26972,Vicksburg,MS,Mississippi,WARREN,Vicksburg
26973,Vicksburg,MS,Mississippi,WARREN,Vburg
26974,Walnut Grove,MS,Mississippi,LEAKE,Walnut Grove
26975,Washington,MS,Mississippi,ADAMS,Washington
26976,Wesson,MS,Mississippi,COPIAH,Beauregard
26977,Wesson,MS,Mississippi,COPIAH,Wesson
26978,West,MS,Mississippi,HOLMES,Possumneck
26979,West,MS,Mississippi,HOLMES,West
26980,Whitfield,MS,Mississippi,RANKIN,Whitfield
26981,Yazoo City,MS,Mississippi,YAZOO,Yazoo
26982,Yazoo City,MS,Mississippi,YAZOO,Eden
26983,Yazoo City,MS,Mississippi,YAZOO,Yazoo City
26984,Jackson,MS,Mississippi,HINDS,Jackson
26985,Jackson,MS,Mississippi,HINDS,Jax
26986,Jackson,MS,Mississippi,HINDS,Jksn
26987,Jackson,MS,Mississippi,HINDS,Jxn
26988,Pearl,MS,Mississippi,RANKIN,Jax
26989,Pearl,MS,Mississippi,RANKIN,Jackson
26990,Pearl,MS,Mississippi,RANKIN,Jksn
26991,Pearl,MS,Mississippi,RANKIN,Jxn
26992,Pearl,MS,Mississippi,RANKIN,Pearl
26993,Jackson,MS,Mississippi,HINDS,Metrocenter
26994,Jackson,MS,Mississippi,HINDS,Millsaps College
26995,Jackson,MS,Mississippi,HINDS,Jackson State University
26996,Richland,MS,Mississippi,RANKIN,Jxn
26997,Richland,MS,Mississippi,RANKIN,Jksn
26998,Richland,MS,Mississippi,RANKIN,Richland
26999,Richland,MS,Mississippi,RANKIN,Jax
27000,Richland,MS,Mississippi,RANKIN,Jackson
27001,Flowood,MS,Mississippi,RANKIN,Jksn
27002,Flowood,MS,Mississippi,RANKIN,Jackson
27003,Flowood,MS,Mississippi,RANKIN,Flowood
27004,Flowood,MS,Mississippi,RANKIN,Jax
27005,Flowood,MS,Mississippi,RANKIN,Jxn
27006,Jackson,MS,Mississippi,HINDS,Regions Bank
27007,Jackson,MS,Mississippi,HINDS,A H Mccoy Federal Bldg
27008,Jackson,MS,Mississippi,HINDS,Visa
27009,Byram,MS,Mississippi,HINDS,Jksn
27010,Byram,MS,Mississippi,HINDS,Jackson
27011,Byram,MS,Mississippi,HINDS,Jxn
27012,Byram,MS,Mississippi,HINDS,Jax
27013,Byram,MS,Mississippi,HINDS,Byram
27014,Jackson,MS,Mississippi,RANKIN,Flowood
27015,Jackson,MS,Mississippi,RANKIN,Jackson
27016,Jackson,MS,Mississippi,RANKIN,Jax
27017,Jackson,MS,Mississippi,RANKIN,Jxn
27018,Jackson,MS,Mississippi,RANKIN,Jksn
27019,Meridian,MS,Mississippi,LAUDERDALE,Meeham
27020,Meridian,MS,Mississippi,LAUDERDALE,Meridian
27021,Meridian,MS,Mississippi,LAUDERDALE,Mdn
27022,Meridian,MS,Mississippi,LAUDERDALE,Russell
27023,Meridian,MS,Mississippi,LAUDERDALE,Nas Meridian
27024,Meridian,MS,Mississippi,LAUDERDALE,Naval Air Station
27025,Meridian,MS,Mississippi,LAUDERDALE,Naval Air Sta Meridian
27026,Bailey,MS,Mississippi,LAUDERDALE,Bailey
27027,Buckatunna,MS,Mississippi,WAYNE,Buckatunna
27028,Chunky,MS,Mississippi,NEWTON,Chunky
27029,Clara,MS,Mississippi,WAYNE,Clara
27030,Collinsville,MS,Mississippi,LAUDERDALE,Collinsville
27031,Daleville,MS,Mississippi,LAUDERDALE,Daleville
27032,Decatur,MS,Mississippi,NEWTON,Decatur
27033,De Kalb,MS,Mississippi,KEMPER,De Kalb
27034,Enterprise,MS,Mississippi,CLARKE,Enterprise
27035,Hickory,MS,Mississippi,NEWTON,Hickory
27036,Lauderdale,MS,Mississippi,LAUDERDALE,Lauderdale
27037,Lawrence,MS,Mississippi,NEWTON,Lawrence
27038,Little Rock,MS,Mississippi,NEWTON,Little Rock
27039,Louin,MS,Mississippi,JASPER,Montrose
27040,Louin,MS,Mississippi,JASPER,Louin
27041,Louisville,MS,Mississippi,WINSTON,Louisville
27042,Macon,MS,Mississippi,NOXUBEE,Macon
27043,Macon,MS,Mississippi,NOXUBEE,Paulette
27044,Macon,MS,Mississippi,NOXUBEE,Prairie Point
27045,Marion,MS,Mississippi,LAUDERDALE,Marion
27046,Newton,MS,Mississippi,NEWTON,Newton
27047,Noxapater,MS,Mississippi,WINSTON,Noxapater
27048,Pachuta,MS,Mississippi,CLARKE,Pachuta
27049,Paulding,MS,Mississippi,JASPER,Paulding
27050,Philadelphia,MS,Mississippi,NESHOBA,Choctaw
27051,Philadelphia,MS,Mississippi,NESHOBA,Philadelphia
27052,Porterville,MS,Mississippi,KEMPER,Porterville
27053,Preston,MS,Mississippi,KEMPER,Preston
27054,Quitman,MS,Mississippi,CLARKE,Quitman
27055,Rose Hill,MS,Mississippi,JASPER,Rose Hill
27056,Scooba,MS,Mississippi,KEMPER,Scooba
27057,Scooba,MS,Mississippi,KEMPER,Electric Mills
27058,Sebastopol,MS,Mississippi,SCOTT,Sebastopol
27059,Shubuta,MS,Mississippi,CLARKE,Shubuta
27060,Shubuta,MS,Mississippi,CLARKE,Matherville
27061,Shuqualak,MS,Mississippi,NOXUBEE,Shuqualak
27062,State Line,MS,Mississippi,GREENE,Stateline
27063,State Line,MS,Mississippi,GREENE,State Line
27064,Stonewall,MS,Mississippi,CLARKE,Stonewall
27065,Toomsuba,MS,Mississippi,LAUDERDALE,Toomsuba
27066,Union,MS,Mississippi,NESHOBA,Neshoba
27067,Union,MS,Mississippi,NESHOBA,Union
27068,Vossburg,MS,Mississippi,JASPER,Vossburg
27069,Waynesboro,MS,Mississippi,WAYNE,Waynesboro
27070,Waynesboro,MS,Mississippi,WAYNE,Wboro
27071,Hattiesburg,MS,Mississippi,FORREST,Bon Homme
27072,Hattiesburg,MS,Mississippi,FORREST,Mclaurin
27073,Hattiesburg,MS,Mississippi,FORREST,Palmers Crossing
27074,Hattiesburg,MS,Mississippi,FORREST,Carterville
27075,Hattiesburg,MS,Mississippi,FORREST,Maybank
27076,Hattiesburg,MS,Mississippi,FORREST,Oak Grove
27077,Hattiesburg,MS,Mississippi,FORREST,Arnold Line
27078,Hattiesburg,MS,Mississippi,FORREST,Barrontown
27079,Hattiesburg,MS,Mississippi,FORREST,Dixie
27080,Hattiesburg,MS,Mississippi,FORREST,Eatonville
27081,Hattiesburg,MS,Mississippi,FORREST,Glendale
27082,Hattiesburg,MS,Mississippi,FORREST,Macedonia
27083,Hattiesburg,MS,Mississippi,FORREST,Meyers
27084,Hattiesburg,MS,Mississippi,FORREST,University Of Southern Ms
27085,Hattiesburg,MS,Mississippi,FORREST,Batson
27086,Hattiesburg,MS,Mississippi,FORREST,Camp Shelby
27087,Hattiesburg,MS,Mississippi,FORREST,Dixie Pine
27088,Hattiesburg,MS,Mississippi,FORREST,Hattiesburg South
27089,Hattiesburg,MS,Mississippi,FORREST,Indian Springs
27090,Hattiesburg,MS,Mississippi,FORREST,Leeville
27091,Hattiesburg,MS,Mississippi,FORREST,Mccallum
27092,Hattiesburg,MS,Mississippi,FORREST,Rawls Springs
27093,Hattiesburg,MS,Mississippi,FORREST,Lamar Park
27094,Hattiesburg,MS,Mississippi,FORREST,Lux
27095,Hattiesburg,MS,Mississippi,FORREST,Morriston
27096,Hattiesburg,MS,Mississippi,FORREST,Runnelstown
27097,Hattiesburg,MS,Mississippi,FORREST,Sunrise
27098,Hattiesburg,MS,Mississippi,FORREST,Hattiesburg
27099,Hattiesburg,MS,Mississippi,FORREST,Hattiesbg
27100,Bassfield,MS,Mississippi,JEFFERSON DAVIS,Bassfield
27101,Bay Springs,MS,Mississippi,JASPER,Bay Springs
27102,Beaumont,MS,Mississippi,PERRY,Little Creek
27103,Beaumont,MS,Mississippi,PERRY,Carmichael
27104,Beaumont,MS,Mississippi,PERRY,Beaumont
27105,Brooklyn,MS,Mississippi,FORREST,Maxie
27106,Brooklyn,MS,Mississippi,FORREST,Brooklyn
27107,Carriere,MS,Mississippi,PEARL RIVER,Mill Creek
27108,Carriere,MS,Mississippi,PEARL RIVER,Carriere
27109,Carriere,MS,Mississippi,PEARL RIVER,Henleyfield
27110,Carriere,MS,Mississippi,PEARL RIVER,Ozona
27111,Carson,MS,Mississippi,JEFFERSON DAVIS,Carson
27112,Collins,MS,Mississippi,COVINGTON,Dry Creek
27113,Collins,MS,Mississippi,COVINGTON,Hot Coffee
27114,Collins,MS,Mississippi,COVINGTON,Williamsburg
27115,Collins,MS,Mississippi,COVINGTON,Smith
27116,Collins,MS,Mississippi,COVINGTON,Mcraney
27117,Collins,MS,Mississippi,COVINGTON,Ora
27118,Collins,MS,Mississippi,COVINGTON,Collins
27119,Collins,MS,Mississippi,COVINGTON,Kola
27120,Columbia,MS,Mississippi,MARION,Columbia
27121,Eastabuchie,MS,Mississippi,JONES,Eastabuchie
27122,Ellisville,MS,Mississippi,JONES,Sand Hill
