,city,link,state,title
58,['Canterbury'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=warm+and+cozy+restaurants&rflfq=1&num=10&uule=w+CAQQCFISCc8tufEFf-aJEYN_m93WJZDu&lsspp=CVIuRUr02Hmq&rlt=Cozy+restaurants&owsq=Canterbury,+Connecticut+Restaurants&ved=2ahUKEwj_zcfdzoXuAhXCVDUKHWnaAs0Q9s8CMA16BAgAEBQ",['Connecticut'],Cozy restaurants
59,['Canterbury'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=american+restaurant&rflfq=1&num=10&uule=w+CAQQCFISCc8tufEFf-aJEYN_m93WJZDu&lsspp=CRp8jlwqDahB&rlt=American+restaurants&owsq=Canterbury,+Connecticut+Restaurants&ved=2ahUKEwj_zcfdzoXuAhXCVDUKHWnaAs0Q9s8CMA56BAgAEBY",['Connecticut'],American restaurants
60,['Canton'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=takeout+food&rflfq=1&num=10&uule=w+CAQQCFISCf-mUwO_p-eJEfMHLpkUaS8T&lsspp=CYEF_H3qT3mp&rlt=Takeout&owsq=Canton,+Connecticut+Restaurants&ved=2ahUKEwiK87qZ0YXuAhUy0FkKHb8lDY0Q9s8CMAV6BAgAEAQ",['Connecticut'],Takeout
61,['Canton'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=Delivery+Food&rflfq=1&num=10&uule=w+CAQQCFISCf-mUwO_p-eJEfMHLpkUaS8T&lsspp=&rlt=Delivery&owsq=Canton,+Connecticut+Restaurants&ved=2ahUKEwiK87qZ0YXuAhUy0FkKHb8lDY0Q9s8CMAZ6BAgAEAY",['Connecticut'],Delivery
62,['Canton'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=family-friendly+dinner&rflfq=1&num=10&uule=w+CAQQCFISCf-mUwO_p-eJEfMHLpkUaS8T&lsspp=CZkNjL6xqyWq&rlt=Best+dinners+with+kids&owsq=Canton,+Connecticut+Restaurants&ved=2ahUKEwiK87qZ0YXuAhUy0FkKHb8lDY0Q9s8CMAd6BAgAEAg",['Connecticut'],Best dinners with kids
63,['Canton'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=bar+and+grill&rflfq=1&num=10&uule=w+CAQQCFISCf-mUwO_p-eJEfMHLpkUaS8T&lsspp=CYOPknFWvcxa&rlt=Bar+%26+grills&owsq=Canton,+Connecticut+Restaurants&ved=2ahUKEwiK87qZ0YXuAhUy0FkKHb8lDY0Q9s8CMAh6BAgAEAo",['Connecticut'],Bar & grills
64,['Canton'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=best+restaurants&rflfq=1&num=10&uule=w+CAQQCFISCf-mUwO_p-eJEfMHLpkUaS8T&lsspp=CdR3o0mBAfAD&rlt=Best+places+to+eat&owsq=Canton,+Connecticut+Restaurants&ved=2ahUKEwiK87qZ0YXuAhUy0FkKHb8lDY0Q9s8CMAl6BAgAEAw",['Connecticut'],Best places to eat
65,['Canton'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=italian+restaurant&rflfq=1&num=10&uule=w+CAQQCFISCf-mUwO_p-eJEfMHLpkUaS8T&lsspp=Ce1BXl3dDMvF&rlt=Italian+restaurants&owsq=Canton,+Connecticut+Restaurants&ved=2ahUKEwiK87qZ0YXuAhUy0FkKHb8lDY0Q9s8CMAp6BAgAEA4",['Connecticut'],Italian restaurants
66,['Canton'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=warm+and+cozy+restaurants&rflfq=1&num=10&uule=w+CAQQCFISCf-mUwO_p-eJEfMHLpkUaS8T&lsspp=Cb8UmkExlzqs&rlt=Cozy+restaurants&owsq=Canton,+Connecticut+Restaurants&ved=2ahUKEwiK87qZ0YXuAhUy0FkKHb8lDY0Q9s8CMAt6BAgAEBA",['Connecticut'],Cozy restaurants
67,['Canton'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=quick+bites&rflfq=1&num=10&uule=w+CAQQCFISCf-mUwO_p-eJEfMHLpkUaS8T&lsspp=CQrMo0zD6RBn&rlt=Quick+bites&owsq=Canton,+Connecticut+Restaurants&ved=2ahUKEwiK87qZ0YXuAhUy0FkKHb8lDY0Q9s8CMAx6BAgAEBI",['Connecticut'],Quick bites
68,['Canton'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=great+cocktails&rflfq=1&num=10&uule=w+CAQQCFISCf-mUwO_p-eJEfMHLpkUaS8T&lsspp=CZ2eFZGtwvcL&rlt=Great+cocktails&owsq=Canton,+Connecticut+Restaurants&ved=2ahUKEwiK87qZ0YXuAhUy0FkKHb8lDY0Q9s8CMA16BAgAEBQ",['Connecticut'],Great cocktails
69,['Canton'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=japanese+restaurant&rflfq=1&num=10&uule=w+CAQQCFISCf-mUwO_p-eJEfMHLpkUaS8T&lsspp=CYlXpHsirWaR&rlt=Japanese+restaurants&owsq=Canton,+Connecticut+Restaurants&ved=2ahUKEwiK87qZ0YXuAhUy0FkKHb8lDY0Q9s8CMA56BAgAEBY",['Connecticut'],Japanese restaurants
70,['Canton Center'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=takeout+food&rflfq=1&num=10&uule=w+CAQQCFISCf1j8gLPp-eJETWMTHn2385Y&lsspp=CYEF_H3qT3mp&rlt=Takeout&owsq=Canton+Center,+Connecticut+Restaurants&ved=2ahUKEwiSjtTV04XuAhXHxlkKHRPyD10Q9s8CMAV6BAgAEAQ",['Connecticut'],Takeout
71,['Canton Center'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=Delivery+Food&rflfq=1&num=10&uule=w+CAQQCFISCf1j8gLPp-eJETWMTHn2385Y&lsspp=&rlt=Delivery&owsq=Canton+Center,+Connecticut+Restaurants&ved=2ahUKEwiSjtTV04XuAhXHxlkKHRPyD10Q9s8CMAZ6BAgAEAY",['Connecticut'],Delivery
72,['Canton Center'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=warm+and+cozy+restaurants&rflfq=1&num=10&uule=w+CAQQCFISCf1j8gLPp-eJETWMTHn2385Y&lsspp=CYlXpHsirWaR&rlt=Cozy+restaurants&owsq=Canton+Center,+Connecticut+Restaurants&ved=2ahUKEwiSjtTV04XuAhXHxlkKHRPyD10Q9s8CMAd6BAgAEAg",['Connecticut'],Cozy restaurants
73,['Canton Center'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=chinese+restaurant&rflfq=1&num=10&uule=w+CAQQCFISCf1j8gLPp-eJETWMTHn2385Y&lsspp=CS_TvfQM2dsE&rlt=Chinese+restaurants&owsq=Canton+Center,+Connecticut+Restaurants&ved=2ahUKEwiSjtTV04XuAhXHxlkKHRPyD10Q9s8CMAh6BAgAEAo",['Connecticut'],Chinese restaurants
74,['Canton Center'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=family-friendly+dinner&rflfq=1&num=10&uule=w+CAQQCFISCf1j8gLPp-eJETWMTHn2385Y&lsspp=CZkNjL6xqyWq&rlt=Best+dinners+with+kids&owsq=Canton+Center,+Connecticut+Restaurants&ved=2ahUKEwiSjtTV04XuAhXHxlkKHRPyD10Q9s8CMAl6BAgAEAw",['Connecticut'],Best dinners with kids
75,['Canton Center'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=pizza+restaurant&rflfq=1&num=10&uule=w+CAQQCFISCf1j8gLPp-eJETWMTHn2385Y&lsspp=CddnY9TGP8Ry&rlt=Pizza+restaurants&owsq=Canton+Center,+Connecticut+Restaurants&ved=2ahUKEwiSjtTV04XuAhXHxlkKHRPyD10Q9s8CMAp6BAgAEA4",['Connecticut'],Pizza restaurants
76,['Canton Center'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=best+restaurants&rflfq=1&num=10&uule=w+CAQQCFISCf1j8gLPp-eJETWMTHn2385Y&lsspp=Cb8UmkExlzqs&rlt=Best+places+to+eat&owsq=Canton+Center,+Connecticut+Restaurants&ved=2ahUKEwiSjtTV04XuAhXHxlkKHRPyD10Q9s8CMAt6BAgAEBA",['Connecticut'],Best places to eat
77,['Canton Center'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=great+cocktails&rflfq=1&num=10&uule=w+CAQQCFISCf1j8gLPp-eJETWMTHn2385Y&lsspp=CfL58LPveT2x&rlt=Great+cocktails&owsq=Canton+Center,+Connecticut+Restaurants&ved=2ahUKEwiSjtTV04XuAhXHxlkKHRPyD10Q9s8CMAx6BAgAEBI",['Connecticut'],Great cocktails
78,['Canton Center'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=restaurants+with+great+cocktails&rflfq=1&num=10&uule=w+CAQQCFISCf1j8gLPp-eJETWMTHn2385Y&lsspp=CZsn6qpFSt_k&rlt=Food+and+cocktails&owsq=Canton+Center,+Connecticut+Restaurants&ved=2ahUKEwiSjtTV04XuAhXHxlkKHRPyD10Q9s8CMA16BAgAEBQ",['Connecticut'],Food and cocktails
79,['Canton Center'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=asian+restaurant&rflfq=1&num=10&uule=w+CAQQCFISCf1j8gLPp-eJETWMTHn2385Y&lsspp=CWoBatvD6m1h&rlt=Asian+restaurants&owsq=Canton+Center,+Connecticut+Restaurants&ved=2ahUKEwiSjtTV04XuAhXHxlkKHRPyD10Q9s8CMA56BAgAEBY",['Connecticut'],Asian restaurants
80,['Centerbrook'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=takeout+food&rflfq=1&num=10&uule=w+CAQQCFISCVUv8TysPOaJEf-7QWdsnIqe&lsspp=CXEE5DSRz4NL&rlt=Takeout&owsq=Centerbrook,+Connecticut+Restaurants&ved=2ahUKEwivvrSR1oXuAhXS1FkKHY2JAbQQ9s8CMAV6BAgAEAQ",['Connecticut'],Takeout
81,['Centerbrook'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=Delivery+Food&rflfq=1&num=10&uule=w+CAQQCFISCVUv8TysPOaJEf-7QWdsnIqe&lsspp=&rlt=Delivery&owsq=Centerbrook,+Connecticut+Restaurants&ved=2ahUKEwivvrSR1oXuAhXS1FkKHY2JAbQQ9s8CMAZ6BAgAEAY",['Connecticut'],Delivery
82,['Centerbrook'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=warm+and+cozy+restaurants&rflfq=1&num=10&uule=w+CAQQCFISCVUv8TysPOaJEf-7QWdsnIqe&lsspp=CVmYhbtMf3bc&rlt=Cozy+restaurants&owsq=Centerbrook,+Connecticut+Restaurants&ved=2ahUKEwivvrSR1oXuAhXS1FkKHY2JAbQQ9s8CMAd6BAgAEAg",['Connecticut'],Cozy restaurants
83,['Centerbrook'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=sandwich+shop&rflfq=1&num=10&uule=w+CAQQCFISCVUv8TysPOaJEf-7QWdsnIqe&lsspp=CXBJpncvJOIr&rlt=Sandwich+shops&owsq=Centerbrook,+Connecticut+Restaurants&ved=2ahUKEwivvrSR1oXuAhXS1FkKHY2JAbQQ9s8CMAh6BAgAEAo",['Connecticut'],Sandwich shops
84,['Centerbrook'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=best+restaurants&rflfq=1&num=10&uule=w+CAQQCFISCVUv8TysPOaJEf-7QWdsnIqe&lsspp=CbAkx4LXySVa&rlt=Best+places+to+eat&owsq=Centerbrook,+Connecticut+Restaurants&ved=2ahUKEwivvrSR1oXuAhXS1FkKHY2JAbQQ9s8CMAl6BAgAEAw",['Connecticut'],Best places to eat
85,['Centerbrook'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=american+restaurant&rflfq=1&num=10&uule=w+CAQQCFISCVUv8TysPOaJEf-7QWdsnIqe&lsspp=CcVjschzGyYL&rlt=American+restaurants&owsq=Centerbrook,+Connecticut+Restaurants&ved=2ahUKEwivvrSR1oXuAhXS1FkKHY2JAbQQ9s8CMAp6BAgAEA4",['Connecticut'],American restaurants
86,['Centerbrook'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=restaurants+with+great+cocktails&rflfq=1&num=10&uule=w+CAQQCFISCVUv8TysPOaJEf-7QWdsnIqe&lsspp=CXwbri6WQuXN&rlt=Food+and+cocktails&owsq=Centerbrook,+Connecticut+Restaurants&ved=2ahUKEwivvrSR1oXuAhXS1FkKHY2JAbQQ9s8CMAt6BAgAEBA",['Connecticut'],Food and cocktails
87,['Centerbrook'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=great+cocktails&rflfq=1&num=10&uule=w+CAQQCFISCVUv8TysPOaJEf-7QWdsnIqe&lsspp=CQp2FxpJZTnO&rlt=Great+cocktails&owsq=Centerbrook,+Connecticut+Restaurants&ved=2ahUKEwivvrSR1oXuAhXS1FkKHY2JAbQQ9s8CMAx6BAgAEBI",['Connecticut'],Great cocktails
88,['Centerbrook'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=best+nightlife&rflfq=1&num=10&uule=w+CAQQCFISCVUv8TysPOaJEf-7QWdsnIqe&lsspp=CR9Zq9pL35db&rlt=Best+drinks&owsq=Centerbrook,+Connecticut+Restaurants&ved=2ahUKEwivvrSR1oXuAhXS1FkKHY2JAbQQ9s8CMA16BAgAEBQ",['Connecticut'],Best drinks
89,['Centerbrook'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=pizza+restaurant&rflfq=1&num=10&uule=w+CAQQCFISCVUv8TysPOaJEf-7QWdsnIqe&lsspp=CZ7wJlv6DZn0&rlt=Pizza+restaurants&owsq=Centerbrook,+Connecticut+Restaurants&ved=2ahUKEwivvrSR1oXuAhXS1FkKHY2JAbQQ9s8CMA56BAgAEBY",['Connecticut'],Pizza restaurants
90,['Central Village'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=takeout+food&rflfq=1&num=10&uule=w+CAQQCFISCUOtQncs1eWJEeDOxAHGYd87&lsspp=CZylD9oN-C0L&rlt=Takeout&owsq=Central+Village,+Connecticut+Restaurants&ved=2ahUKEwjD2pqc2IXuAhVDlFkKHSgxDsEQ9s8CMAV6BAgAEAQ",['Connecticut'],Takeout
91,['Central Village'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=Delivery+Food&rflfq=1&num=10&uule=w+CAQQCFISCUOtQncs1eWJEeDOxAHGYd87&lsspp=&rlt=Delivery&owsq=Central+Village,+Connecticut+Restaurants&ved=2ahUKEwjD2pqc2IXuAhVDlFkKHSgxDsEQ9s8CMAZ6BAgAEAY",['Connecticut'],Delivery
92,['Central Village'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=best+breakfast+with+kids&rflfq=1&num=10&uule=w+CAQQCFISCUOtQncs1eWJEeDOxAHGYd87&lsspp=CV5_MGdK7z1i&rlt=Breakfasts+with+kids&owsq=Central+Village,+Connecticut+Restaurants&ved=2ahUKEwjD2pqc2IXuAhVDlFkKHSgxDsEQ9s8CMAd6BAgAEAg",['Connecticut'],Breakfasts with kids
93,['Central Village'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=italian+restaurant&rflfq=1&num=10&uule=w+CAQQCFISCUOtQncs1eWJEeDOxAHGYd87&lsspp=CdTHrobhJcOn&rlt=Italian+restaurants&owsq=Central+Village,+Connecticut+Restaurants&ved=2ahUKEwjD2pqc2IXuAhVDlFkKHSgxDsEQ9s8CMAh6BAgAEAo",['Connecticut'],Italian restaurants
94,['Central Village'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=best+breakfast&rflfq=1&num=10&uule=w+CAQQCFISCUOtQncs1eWJEeDOxAHGYd87&lsspp=Cc_tqzyVTrwh&rlt=Best+breakfasts&owsq=Central+Village,+Connecticut+Restaurants&ved=2ahUKEwjD2pqc2IXuAhVDlFkKHSgxDsEQ9s8CMAl6BAgAEAw",['Connecticut'],Best breakfasts
95,['Central Village'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=pizza+restaurant&rflfq=1&num=10&uule=w+CAQQCFISCUOtQncs1eWJEeDOxAHGYd87&lsspp=CeYbeZMuO_1_&rlt=Pizza+restaurants&owsq=Central+Village,+Connecticut+Restaurants&ved=2ahUKEwjD2pqc2IXuAhVDlFkKHSgxDsEQ9s8CMAp6BAgAEA4",['Connecticut'],Pizza restaurants
96,['Central Village'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=warm+and+cozy+restaurants&rflfq=1&num=10&uule=w+CAQQCFISCUOtQncs1eWJEeDOxAHGYd87&lsspp=CdnykCeL5YSc&rlt=Cozy+restaurants&owsq=Central+Village,+Connecticut+Restaurants&ved=2ahUKEwjD2pqc2IXuAhVDlFkKHSgxDsEQ9s8CMAt6BAgAEBA",['Connecticut'],Cozy restaurants
97,['Central Village'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=cheap+restaurants+for+a+group&rflfq=1&num=10&uule=w+CAQQCFISCUOtQncs1eWJEeDOxAHGYd87&lsspp=CXF9cMisind7&rlt=Cheap+spots+for+groups&owsq=Central+Village,+Connecticut+Restaurants&ved=2ahUKEwjD2pqc2IXuAhVDlFkKHSgxDsEQ9s8CMAx6BAgAEBI",['Connecticut'],Cheap spots for groups
98,['Central Village'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=cheap+restaurants&rflfq=1&num=10&uule=w+CAQQCFISCUOtQncs1eWJEeDOxAHGYd87&lsspp=CYWpi17geEJI&rlt=Cheap+eats&owsq=Central+Village,+Connecticut+Restaurants&ved=2ahUKEwjD2pqc2IXuAhVDlFkKHSgxDsEQ9s8CMA16BAgAEBQ",['Connecticut'],Cheap eats
99,['Central Village'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=group-friendly+restaurants&rflfq=1&num=10&uule=w+CAQQCFISCUOtQncs1eWJEeDOxAHGYd87&lsspp=Ca2hdbsD0YD8&rlt=Group-friendly+dining&owsq=Central+Village,+Connecticut+Restaurants&ved=2ahUKEwjD2pqc2IXuAhVDlFkKHSgxDsEQ9s8CMA56BAgAEBY",['Connecticut'],Group-friendly dining
100,['Chaplin'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=takeout+food&rflfq=1&num=10&uule=w+CAQQCFISCZGrZNK5h-aJEZ-0kpXZmKiw&lsspp=Cc3zJsqJYu2V&rlt=Takeout&owsq=Chaplin,+Connecticut+Restaurants&ved=2ahUKEwjfiK_X2oXuAhVPF1kFHcQaAi0Q9s8CMAV6BAgAEAQ",['Connecticut'],Takeout
101,['Chaplin'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=Delivery+Food&rflfq=1&num=10&uule=w+CAQQCFISCZGrZNK5h-aJEZ-0kpXZmKiw&lsspp=&rlt=Delivery&owsq=Chaplin,+Connecticut+Restaurants&ved=2ahUKEwjfiK_X2oXuAhVPF1kFHcQaAi0Q9s8CMAZ6BAgAEAY",['Connecticut'],Delivery
102,['Chaplin'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=family-friendly+dinner&rflfq=1&num=10&uule=w+CAQQCFISCZGrZNK5h-aJEZ-0kpXZmKiw&lsspp=CRMy6f8V8dFx&rlt=Best+dinners+with+kids&owsq=Chaplin,+Connecticut+Restaurants&ved=2ahUKEwjfiK_X2oXuAhVPF1kFHcQaAi0Q9s8CMAd6BAgAEAg",['Connecticut'],Best dinners with kids
103,['Chaplin'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=best+restaurants&rflfq=1&num=10&uule=w+CAQQCFISCZGrZNK5h-aJEZ-0kpXZmKiw&lsspp=CaAeBrJ7P15z&rlt=Best+places+to+eat&owsq=Chaplin,+Connecticut+Restaurants&ved=2ahUKEwjfiK_X2oXuAhVPF1kFHcQaAi0Q9s8CMAh6BAgAEAo",['Connecticut'],Best places to eat
104,['Chaplin'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=cheap+restaurants&rflfq=1&num=10&uule=w+CAQQCFISCZGrZNK5h-aJEZ-0kpXZmKiw&lsspp=CRLvo6B74Qkc&rlt=Cheap+eats&owsq=Chaplin,+Connecticut+Restaurants&ved=2ahUKEwjfiK_X2oXuAhVPF1kFHcQaAi0Q9s8CMAl6BAgAEAw",['Connecticut'],Cheap eats
105,['Chaplin'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=quick+bites&rflfq=1&num=10&uule=w+CAQQCFISCZGrZNK5h-aJEZ-0kpXZmKiw&lsspp=CVqX_n-oT1-J&rlt=Quick+bites&owsq=Chaplin,+Connecticut+Restaurants&ved=2ahUKEwjfiK_X2oXuAhVPF1kFHcQaAi0Q9s8CMAp6BAgAEA4",['Connecticut'],Quick bites
106,['Cheshire'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=takeout+food&rflfq=1&num=10&uule=w+CAQQCFISCS0-oo78xeeJEcDcQ-cnQZ-G&lsspp=CbW8eq44iS6R&rlt=Takeout&owsq=Cheshire,+Connecticut+Restaurants&ved=2ahUKEwi7wd7F24XuAhXlGFkFHY2gAeYQ9s8CMAV6BAgAEAQ",['Connecticut'],Takeout
107,['Cheshire'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=Delivery+Food&rflfq=1&num=10&uule=w+CAQQCFISCS0-oo78xeeJEcDcQ-cnQZ-G&lsspp=&rlt=Delivery&owsq=Cheshire,+Connecticut+Restaurants&ved=2ahUKEwi7wd7F24XuAhXlGFkFHY2gAeYQ9s8CMAZ6BAgAEAY",['Connecticut'],Delivery
108,['Cheshire'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=warm+and+cozy+restaurants&rflfq=1&num=10&uule=w+CAQQCFISCS0-oo78xeeJEcDcQ-cnQZ-G&lsspp=CThOMenNDkRe&rlt=Cozy+restaurants&owsq=Cheshire,+Connecticut+Restaurants&ved=2ahUKEwi7wd7F24XuAhXlGFkFHY2gAeYQ9s8CMAd6BAgAEAg",['Connecticut'],Cozy restaurants
109,['Cheshire'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=italian+restaurant&rflfq=1&num=10&uule=w+CAQQCFISCS0-oo78xeeJEcDcQ-cnQZ-G&lsspp=CcxGZTIRxFKf&rlt=Italian+restaurants&owsq=Cheshire,+Connecticut+Restaurants&ved=2ahUKEwi7wd7F24XuAhXlGFkFHY2gAeYQ9s8CMAh6BAgAEAo",['Connecticut'],Italian restaurants
110,['Cheshire'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=family-friendly+dinner&rflfq=1&num=10&uule=w+CAQQCFISCS0-oo78xeeJEcDcQ-cnQZ-G&lsspp=Ca3Wp80io1Kx&rlt=Best+dinners+with+kids&owsq=Cheshire,+Connecticut+Restaurants&ved=2ahUKEwi7wd7F24XuAhXlGFkFHY2gAeYQ9s8CMAl6BAgAEAw",['Connecticut'],Best dinners with kids
111,['Cheshire'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=pizza+restaurant&rflfq=1&num=10&uule=w+CAQQCFISCS0-oo78xeeJEcDcQ-cnQZ-G&lsspp=CSQuNKHjswGO&rlt=Pizza+restaurants&owsq=Cheshire,+Connecticut+Restaurants&ved=2ahUKEwi7wd7F24XuAhXlGFkFHY2gAeYQ9s8CMAp6BAgAEA4",['Connecticut'],Pizza restaurants
112,['Cheshire'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=best+restaurants&rflfq=1&num=10&uule=w+CAQQCFISCS0-oo78xeeJEcDcQ-cnQZ-G&lsspp=CViVF6Kn00_I&rlt=Best+places+to+eat&owsq=Cheshire,+Connecticut+Restaurants&ved=2ahUKEwi7wd7F24XuAhXlGFkFHY2gAeYQ9s8CMAt6BAgAEBA",['Connecticut'],Best places to eat
113,['Cheshire'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=romantic+restaurants&rflfq=1&num=10&uule=w+CAQQCFISCS0-oo78xeeJEcDcQ-cnQZ-G&lsspp=Cd5rutI1Q-dx&rlt=Romantic+restaurants&owsq=Cheshire,+Connecticut+Restaurants&ved=2ahUKEwi7wd7F24XuAhXlGFkFHY2gAeYQ9s8CMAx6BAgAEBI",['Connecticut'],Romantic restaurants
114,['Cheshire'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=group-friendly+restaurants&rflfq=1&num=10&uule=w+CAQQCFISCS0-oo78xeeJEcDcQ-cnQZ-G&lsspp=CS23IacThFyr&rlt=Group-friendly+dining&owsq=Cheshire,+Connecticut+Restaurants&ved=2ahUKEwi7wd7F24XuAhXlGFkFHY2gAeYQ9s8CMA16BAgAEBQ",['Connecticut'],Group-friendly dining
115,['Cheshire'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=american+restaurant&rflfq=1&num=10&uule=w+CAQQCFISCS0-oo78xeeJEcDcQ-cnQZ-G&lsspp=CVruwB9O3BeR&rlt=American+restaurants&owsq=Cheshire,+Connecticut+Restaurants&ved=2ahUKEwi7wd7F24XuAhXlGFkFHY2gAeYQ9s8CMA56BAgAEBY",['Connecticut'],American restaurants
116,['Chester'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=takeout+food&rflfq=1&num=10&uule=w+CAQQCFISCaNDaWbSO-aJEYrTSI02Br2y&lsspp=CaValW59kZBi&rlt=Takeout&owsq=Chester,+Connecticut+Restaurants&ved=2ahUKEwjDr8iB3oXuAhVCnlkKHbcQAJsQ9s8CMAV6BAgAEAQ",['Connecticut'],Takeout
117,['Chester'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=Delivery+Food&rflfq=1&num=10&uule=w+CAQQCFISCaNDaWbSO-aJEYrTSI02Br2y&lsspp=&rlt=Delivery&owsq=Chester,+Connecticut+Restaurants&ved=2ahUKEwjDr8iB3oXuAhVCnlkKHbcQAJsQ9s8CMAZ6BAgAEAY",['Connecticut'],Delivery
118,['Chester'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=romantic+restaurants&rflfq=1&num=10&uule=w+CAQQCFISCaNDaWbSO-aJEYrTSI02Br2y&lsspp=CWq37829kaZV&rlt=Romantic+restaurants&owsq=Chester,+Connecticut+Restaurants&ved=2ahUKEwjDr8iB3oXuAhVCnlkKHbcQAJsQ9s8CMAd6BAgAEAg",['Connecticut'],Romantic restaurants
119,['Chester'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=italian+restaurant&rflfq=1&num=10&uule=w+CAQQCFISCaNDaWbSO-aJEYrTSI02Br2y&lsspp=CRFWwUNdXDv4&rlt=Italian+restaurants&owsq=Chester,+Connecticut+Restaurants&ved=2ahUKEwjDr8iB3oXuAhVCnlkKHbcQAJsQ9s8CMAh6BAgAEAo",['Connecticut'],Italian restaurants
120,['Chester'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=warm+and+cozy+restaurants&rflfq=1&num=10&uule=w+CAQQCFISCaNDaWbSO-aJEYrTSI02Br2y&lsspp=CaWz_ZMeQhBY&rlt=Cozy+restaurants&owsq=Chester,+Connecticut+Restaurants&ved=2ahUKEwjDr8iB3oXuAhVCnlkKHbcQAJsQ9s8CMAl6BAgAEAw",['Connecticut'],Cozy restaurants
121,['Chester'],"google.com/search?sa=X&biw=1200&bih=542&tbm=lcl&q=pizza+restaurant&rflfq=1&num=10&uule=w+CAQQCFISCaNDaWbSO-aJEYrTSI02Br2y&lsspp=CYtk8gpMwFuy&rlt=Pizza+restaurants&owsq=Chester,+Connecticut+Restaurants&ved=2ahUKEwjDr8iB3oXuAhVCnlkKHbcQAJsQ9s8CMAp6BAgAEA4",['Connecticut'],Pizza restaurants
